epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
92,3070.13,0.15481,0.1759,0.17665,0.84766,0,0.96276,0.93643,0.98422,0.97638,0.96276,0.93643,0.98422,0.98131,0.09292,0.08978,0.12019,0.81202,0,0.00086719,0.000289063,0.00086719,0.000289063,0.00086719,0.000289063,0.00086719,0.000289063
93,3102.48,0.15435,0.18684,0.18149,0.84828,0,0.94906,0.95333,0.98422,0.97759,0.94906,0.95333,0.98422,0.98205,0.08679,0.08811,0.1152,0.80939,0,0.000859379,0.00028646,0.000859379,0.00028646,0.000859379,0.00028646,0.000859379,0.00028646
94,3135.33,0.15006,0.19156,0.18097,0.84726,0,0.945,0.92546,0.98422,0.98026,0.93184,0.91455,0.97555,0.97346,0.09014,0.27137,0.15177,0.8111,0,0.000851568,0.000283856,0.000851568,0.000283856,0.000851568,0.000283856,0.000851568,0.000283856
95,3168.91,0.16164,0.1902,0.1865,0.85375,0,0.95997,0.91266,0.98048,0.97325,0.94896,0.90154,0.97132,0.97029,0.08803,0.31322,0.12238,0.81308,0,0.000843757,0.000281252,0.000843757,0.000281252,0.000843757,0.000281252,0.000843757,0.000281252
96,3202.6,0.15943,0.18018,0.18173,0.85717,0,0.95985,0.94503,0.98422,0.97753,0.94751,0.93407,0.97366,0.97275,0.088,0.27802,0.11877,0.81067,0,0.000835946,0.000278649,0.000835946,0.000278649,0.000835946,0.000278649,0.000835946,0.000278649
97,3238.42,0.15175,0.17703,0.17028,0.85392,0,0.96001,0.94444,0.96789,0.96565,0.94899,0.93333,0.95873,0.95805,0.08667,0.24667,0.16242,0.80831,0,0.000828134,0.000276045,0.000828134,0.000276045,0.000828134,0.000276045,0.000828134,0.000276045
98,3270.74,0.14576,0.16078,0.16007,0.85016,0,0.96074,0.94444,0.96789,0.96459,0.96074,0.94444,0.96789,0.96128,0.08582,0.16031,0.16957,0.80699,0,0.000820323,0.000273441,0.000820323,0.000273441,0.000820323,0.000273441,0.000820323,0.000273441
99,3306,0.15178,0.19263,0.1713,0.85362,0,0.96269,0.94444,0.96789,0.96515,0.96269,0.94444,0.96789,0.96615,0.0856,0.14338,0.17853,0.80755,0,0.000812512,0.000270837,0.000812512,0.000270837,0.000812512,0.000270837,0.000812512,0.000270837
100,3338.59,0.15691,0.17595,0.17259,0.85768,0,0.95415,0.94962,0.98422,0.98013,0.95415,0.94962,0.98422,0.98262,0.08437,0.12298,0.12687,0.80984,0,0.000804701,0.000268234,0.000804701,0.000268234,0.000804701,0.000268234,0.000804701,0.000268234
101,3373.03,0.15317,0.18929,0.17478,0.85401,0,0.97015,0.94725,0.98422,0.98038,0.97015,0.94725,0.98422,0.98354,0.08462,0.08878,0.0875,0.81001,0,0.00079689,0.00026563,0.00079689,0.00026563,0.00079689,0.00026563,0.00079689,0.00026563
102,3405.7,0.15134,0.19715,0.17226,0.85552,0,0.95878,0.93921,0.96789,0.96166,0.94785,0.9282,0.95646,0.95524,0.08328,0.26328,0.14608,0.81011,0,0.000789079,0.000263026,0.000789079,0.000263026,0.000789079,0.000263026,0.000789079,0.000263026
103,3441.39,0.15187,0.17786,0.16313,0.85202,0,0.96299,0.94444,0.95678,0.95555,0.96299,0.94444,0.95678,0.95616,0.07986,0.19252,0.16624,0.80662,0,0.000781268,0.000260423,0.000781268,0.000260423,0.000781268,0.000260423,0.000781268,0.000260423
104,3474.83,0.14378,0.15777,0.15836,0.85312,0,0.96619,0.94444,0.95678,0.94887,0.96619,0.94444,0.95678,0.95597,0.08275,0.17079,0.16925,0.80831,0,0.000773457,0.000257819,0.000773457,0.000257819,0.000773457,0.000257819,0.000773457,0.000257819
105,3508.69,0.14421,0.19675,0.15572,0.85192,0,0.96078,0.94444,0.95678,0.95387,0.96078,0.94444,0.95678,0.95616,0.09086,0.17391,0.17156,0.81495,0,0.000765646,0.000255215,0.000765646,0.000255215,0.000765646,0.000255215,0.000765646,0.000255215
106,3541.51,0.14846,0.1745,0.16774,0.85044,0,0.96228,0.94444,0.95678,0.95387,0.96228,0.94444,0.95678,0.95555,0.08815,0.17837,0.16725,0.81301,0,0.000757835,0.000252611,0.000757835,0.000252611,0.000757835,0.000252611,0.000757835,0.000252611
107,3576.39,0.14535,0.17023,0.16108,0.85313,0,0.95334,0.94444,0.95304,0.95097,0.95334,0.94444,0.95304,0.95181,0.08884,0.18408,0.18358,0.81025,0,0.000750023,0.000250008,0.000750023,0.000250008,0.000750023,0.000250008,0.000750023,0.000250008
108,3608.8,0.14751,0.16962,0.17139,0.85093,0,0.95582,0.94444,0.96789,0.96582,0.95582,0.94444,0.96789,0.96727,0.09015,0.11944,0.163,0.81033,0,0.000742212,0.000247404,0.000742212,0.000247404,0.000742212,0.000247404,0.000742212,0.000247404
109,3643.94,0.15106,0.17981,0.17565,0.85861,0,0.95347,0.95027,0.98422,0.97967,0.95347,0.95027,0.98422,0.98361,0.08399,0.12835,0.12301,0.80862,0,0.000734401,0.0002448,0.000734401,0.0002448,0.000734401,0.0002448,0.000734401,0.0002448
110,3676.59,0.14591,0.17288,0.15593,0.85164,0,0.95608,0.94693,0.98422,0.97864,0.95608,0.94693,0.98422,0.98361,0.08712,0.12554,0.14411,0.81027,0,0.00072659,0.000242197,0.00072659,0.000242197,0.00072659,0.000242197,0.00072659,0.000242197
111,3711.85,0.14743,0.16655,0.15983,0.85347,0,0.9607,0.94444,0.96789,0.96582,0.9607,0.94444,0.96789,0.96727,0.08556,0.12675,0.16769,0.80766,0,0.000718779,0.000239593,0.000718779,0.000239593,0.000718779,0.000239593,0.000718779,0.000239593
112,3744.46,0.1531,0.16937,0.17416,0.8626,0,0.96278,0.94408,0.95678,0.95471,0.96278,0.94408,0.95678,0.95616,0.08081,0.1108,0.17356,0.80361,0,0.000710968,0.000236989,0.000710968,0.000236989,0.000710968,0.000236989,0.000710968,0.000236989
113,3777.18,0.14009,0.17418,0.15343,0.85226,0,0.96026,0.93613,0.95678,0.95471,0.96026,0.93613,0.95678,0.95616,0.07898,0.38273,0.18392,0.80315,0,0.000703157,0.000234386,0.000703157,0.000234386,0.000703157,0.000234386,0.000703157,0.000234386
114,3810.67,0.14449,0.18099,0.1592,0.85243,0,0.95222,0.93571,0.96789,0.96563,0.95222,0.93571,0.96789,0.9648,0.08297,0.44611,0.1975,0.80757,0,0.000695346,0.000231782,0.000695346,0.000231782,0.000695346,0.000231782,0.000695346,0.000231782
115,3843.97,0.14599,0.18386,0.15639,0.85098,0,0.95408,0.93507,0.96789,0.96563,0.95408,0.93507,0.96789,0.96708,0.08305,0.35789,0.19588,0.80585,0,0.000687535,0.000229178,0.000687535,0.000229178,0.000687535,0.000229178,0.000687535,0.000229178
116,3876.85,0.14726,0.18733,0.17042,0.85876,0,0.95891,0.94444,0.96789,0.96563,0.95891,0.94444,0.96789,0.96628,0.08538,0.10081,0.16744,0.80629,0,0.000679723,0.000226575,0.000679723,0.000226575,0.000679723,0.000226575,0.000679723,0.000226575
117,3909.89,0.14567,0.17091,0.16313,0.85349,0,0.9482,0.94444,0.96789,0.96563,0.9482,0.94444,0.96789,0.96708,0.08258,0.42076,0.1486,0.80848,0,0.000671912,0.000223971,0.000671912,0.000223971,0.000671912,0.000223971,0.000671912,0.000223971
118,3942.81,0.14368,0.1733,0.1583,0.85035,0,0.96246,0.94444,0.96789,0.96563,0.96246,0.94444,0.96789,0.96708,0.08553,0.08854,0.15952,0.80898,0,0.000664101,0.000221367,0.000664101,0.000221367,0.000664101,0.000221367,0.000664101,0.000221367
119,3976.25,0.14491,0.16828,0.15681,0.85513,0,0.95902,0.94444,0.96789,0.96498,0.95902,0.94444,0.96789,0.96727,0.08727,0.09361,0.15964,0.80771,0,0.00065629,0.000218763,0.00065629,0.000218763,0.00065629,0.000218763,0.00065629,0.000218763
120,4009.32,0.14289,0.16946,0.14158,0.85336,0,0.96026,0.94444,0.96789,0.96563,0.96026,0.94444,0.96789,0.96708,0.08156,0.09955,0.16218,0.80501,0,0.000648479,0.00021616,0.000648479,0.00021616,0.000648479,0.00021616,0.000648479,0.00021616
121,4045.41,0.1389,0.17295,0.15623,0.8499,0,0.96161,0.94444,0.96789,0.96628,0.96161,0.94444,0.96789,0.96708,0.08409,0.09024,0.15377,0.80715,0,0.000640668,0.000213556,0.000640668,0.000213556,0.000640668,0.000213556,0.000640668,0.000213556
122,4078.03,0.14408,0.17782,0.1551,0.85247,0,0.96288,0.94191,0.96789,0.96563,0.96288,0.94191,0.96789,0.96708,0.08727,0.09179,0.1509,0.8074,0,0.000632857,0.000210952,0.000632857,0.000210952,0.000632857,0.000210952,0.000632857,0.000210952
123,4111.68,0.1468,0.16983,0.15495,0.85497,0,0.96369,0.93977,0.96789,0.96643,0.96369,0.93977,0.96789,0.96708,0.09017,0.08866,0.13973,0.80765,0,0.000625046,0.000208349,0.000625046,0.000208349,0.000625046,0.000208349,0.000625046,0.000208349
124,4144.46,0.14109,0.16523,0.14248,0.856,0,0.96712,0.94306,0.96789,0.96563,0.96712,0.94306,0.96789,0.96708,0.08501,0.09209,0.1439,0.80502,0,0.000617235,0.000205745,0.000617235,0.000205745,0.000617235,0.000205745,0.000617235,0.000205745
125,4180.84,0.13379,0.17379,0.13945,0.84693,0,0.96633,0.94444,0.96789,0.96563,0.96633,0.94444,0.96789,0.96708,0.08056,0.09162,0.15341,0.80628,0,0.000609424,0.000203141,0.000609424,0.000203141,0.000609424,0.000203141,0.000609424,0.000203141
126,4213.21,0.1462,0.17994,0.15399,0.84923,0,0.96347,0.94444,0.96789,0.95998,0.96347,0.94444,0.96789,0.96708,0.08659,0.09818,0.14169,0.81075,0,0.000601612,0.000200537,0.000601612,0.000200537,0.000601612,0.000200537,0.000601612,0.000200537
127,4245.95,0.13903,0.18888,0.14588,0.84646,0,0.96292,0.94444,0.96789,0.95953,0.96292,0.94444,0.96789,0.9669,0.08741,0.12311,0.15571,0.81154,0,0.000593801,0.000197934,0.000593801,0.000197934,0.000593801,0.000197934,0.000593801,0.000197934
128,4279.09,0.13629,0.16339,0.14468,0.84821,0,0.96256,0.93709,0.96789,0.96143,0.96256,0.93709,0.96789,0.96606,0.08935,0.13531,0.15646,0.81311,0,0.00058599,0.00019533,0.00058599,0.00019533,0.00058599,0.00019533,0.00058599,0.00019533
129,4312.66,0.13803,0.19107,0.14516,0.84918,0,0.96707,0.94444,0.96789,0.95905,0.96707,0.94444,0.96789,0.96628,0.08965,0.11562,0.1681,0.81168,0,0.000578179,0.000192726,0.000578179,0.000192726,0.000578179,0.000192726,0.000578179,0.000192726
130,4346.68,0.14228,0.15739,0.14823,0.85718,0,0.95773,0.95895,0.98422,0.97607,0.95773,0.95895,0.98422,0.98104,0.0882,0.09317,0.13512,0.81362,0,0.000570368,0.000190123,0.000570368,0.000190123,0.000570368,0.000190123,0.000570368,0.000190123
131,4380.54,0.14094,0.16631,0.15889,0.85173,0,0.95698,0.94828,0.98422,0.97803,0.95698,0.94828,0.98422,0.98299,0.08912,0.09185,0.10945,0.81425,0,0.000562557,0.000187519,0.000562557,0.000187519,0.000562557,0.000187519,0.000562557,0.000187519
132,4414.5,0.13526,0.17147,0.14272,0.84722,0,0.95683,0.94896,0.98422,0.97967,0.95683,0.94896,0.98422,0.98299,0.08225,0.11213,0.12592,0.80758,0,0.000554746,0.000184915,0.000554746,0.000184915,0.000554746,0.000184915,0.000554746,0.000184915
133,4448.56,0.1421,0.16991,0.14944,0.85509,0,0.9535,0.95054,0.98422,0.98112,0.9535,0.95054,0.98422,0.98361,0.08344,0.11644,0.12411,0.80791,0,0.000546935,0.000182312,0.000546935,0.000182312,0.000546935,0.000182312,0.000546935,0.000182312
134,4481.31,0.14255,0.16106,0.14884,0.84886,0,0.96463,0.94444,0.96789,0.96563,0.96463,0.94444,0.96789,0.96708,0.08171,0.11676,0.14623,0.80462,0,0.000539124,0.000179708,0.000539124,0.000179708,0.000539124,0.000179708,0.000539124,0.000179708
135,4517.6,0.14226,0.1785,0.1496,0.84791,0,0.962,0.94444,0.96789,0.96565,0.962,0.94444,0.96789,0.96653,0.08406,0.11901,0.13239,0.80776,0,0.000531313,0.000177104,0.000531313,0.000177104,0.000531313,0.000177104,0.000531313,0.000177104
136,4549.97,0.13855,0.17071,0.14732,0.84763,0,0.95801,0.94444,0.96789,0.96565,0.95801,0.94444,0.96789,0.96257,0.08654,0.14461,0.13306,0.81248,0,0.000523501,0.0001745,0.000523501,0.0001745,0.000523501,0.0001745,0.000523501,0.0001745
137,4585.38,0.13763,0.17036,0.14747,0.84731,0,0.96524,0.94444,0.96789,0.96441,0.96524,0.94444,0.96789,0.96112,0.09007,0.14366,0.14887,0.81374,0,0.00051569,0.000171897,0.00051569,0.000171897,0.00051569,0.000171897,0.00051569,0.000171897
138,4617.72,0.14671,0.17538,0.14433,0.85527,0,0.96129,0.94444,0.96789,0.96441,0.96129,0.94444,0.96789,0.96615,0.08577,0.12061,0.14844,0.81003,0,0.000507879,0.000169293,0.000507879,0.000169293,0.000507879,0.000169293,0.000507879,0.000169293
139,4650.48,0.13621,0.16352,0.14635,0.84603,0,0.96109,0.94444,0.96789,0.96565,0.96109,0.94444,0.96789,0.96653,0.087,0.10559,0.13925,0.81069,0,0.000500068,0.000166689,0.000500068,0.000166689,0.000500068,0.000166689,0.000500068,0.000166689
140,4684.23,0.14228,0.1697,0.14508,0.85248,0,0.95602,0.94917,0.98422,0.9795,0.95602,0.94917,0.98422,0.98286,0.08531,0.12925,0.12473,0.80995,0,0.000492257,0.000164086,0.000492257,0.000164086,0.000492257,0.000164086,0.000492257,0.000164086
141,4719.57,0.13596,0.15581,0.1387,0.85312,0,0.95946,0.9498,0.98422,0.97845,0.95946,0.9498,0.98422,0.98286,0.08342,0.18894,0.10993,0.8078,0,0.000484446,0.000161482,0.000484446,0.000161482,0.000484446,0.000161482,0.000484446,0.000161482
142,4752.21,0.14406,0.20274,0.15167,0.85066,0,0.96402,0.94993,0.98422,0.98215,0.96402,0.94993,0.98422,0.98299,0.08059,0.15156,0.10051,0.80634,0,0.000476635,0.000158878,0.000476635,0.000158878,0.000476635,0.000158878,0.000476635,0.000158878
143,4785.76,0.13603,0.15496,0.14372,0.84997,0,0.96435,0.94872,0.98422,0.98197,0.96435,0.94872,0.98422,0.98262,0.0815,0.15366,0.10388,0.8068,0,0.000468824,0.000156275,0.000468824,0.000156275,0.000468824,0.000156275,0.000468824,0.000156275
144,4819.14,0.14018,0.18178,0.14553,0.85762,0,0.96766,0.94444,0.96789,0.96582,0.96766,0.94444,0.96789,0.96666,0.08322,0.1417,0.13795,0.81045,0,0.000461013,0.000153671,0.000461013,0.000153671,0.000461013,0.000153671,0.000461013,0.000153671
145,4853.7,0.13925,0.1735,0.14269,0.84733,0,0.96528,0.94444,0.96789,0.96628,0.96528,0.94444,0.96789,0.96628,0.08331,0.12924,0.14257,0.80832,0,0.000453202,0.000151067,0.000453202,0.000151067,0.000453202,0.000151067,0.000453202,0.000151067
146,4886.28,0.14081,0.17408,0.14093,0.85254,0,0.96272,0.94081,0.95939,0.95778,0.96272,0.94081,0.95939,0.95778,0.08296,0.12166,0.1432,0.80739,0,0.00044539,0.000148463,0.00044539,0.000148463,0.00044539,0.000148463,0.00044539,0.000148463
147,4920.83,0.13223,0.16419,0.13539,0.847,0,0.95901,0.94964,0.98422,0.98197,0.95901,0.94964,0.98422,0.98342,0.07897,0.10725,0.12501,0.80561,0,0.000437579,0.00014586,0.000437579,0.00014586,0.000437579,0.00014586,0.000437579,0.00014586
148,4954.16,0.14132,0.15987,0.14386,0.85037,0,0.95552,0.94444,0.95939,0.95713,0.95552,0.94444,0.95939,0.95858,0.07967,0.0996,0.13827,0.80624,0,0.000429768,0.000143256,0.000429768,0.000143256,0.000429768,0.000143256,0.000429768,0.000143256
149,4988.73,0.13316,0.17132,0.13724,0.85401,0,0.96134,0.94444,0.96789,0.96582,0.96134,0.94444,0.96789,0.96666,0.08512,0.10237,0.14394,0.80788,0,0.000421957,0.000140652,0.000421957,0.000140652,0.000421957,0.000140652,0.000421957,0.000140652
150,5021.38,0.13298,0.15763,0.13484,0.83965,0,0.96345,0.94896,0.98422,0.97948,0.96345,0.94896,0.98422,0.98342,0.08223,0.10647,0.13206,0.80723,0,0.000414146,0.000138049,0.000414146,0.000138049,0.000414146,0.000138049,0.000414146,0.000138049
151,5054.95,0.13819,0.16492,0.13706,0.85054,0,0.96095,0.94444,0.96789,0.96563,0.96095,0.94444,0.96789,0.96708,0.07781,0.1155,0.14064,0.80675,0,0.000406335,0.000135445,0.000406335,0.000135445,0.000406335,0.000135445,0.000406335,0.000135445
152,5090.19,0.13289,0.19277,0.14237,0.84312,0,0.96365,0.94444,0.96789,0.96563,0.96365,0.94444,0.96789,0.96708,0.07769,0.17393,0.14122,0.80486,0,0.000398524,0.000132841,0.000398524,0.000132841,0.000398524,0.000132841,0.000398524,0.000132841
153,5122.79,0.13586,0.1668,0.13405,0.85058,0,0.96462,0.94228,0.96789,0.96628,0.96462,0.94228,0.96789,0.96647,0.0774,0.19061,0.15554,0.80046,0,0.000390713,0.000130238,0.000390713,0.000130238,0.000390713,0.000130238,0.000390713,0.000130238
154,5156.16,0.1314,0.17341,0.12763,0.85005,0,0.96282,0.9389,0.96789,0.96628,0.96282,0.9389,0.96789,0.96609,0.07893,0.19056,0.1626,0.80085,0,0.000382902,0.000127634,0.000382902,0.000127634,0.000382902,0.000127634,0.000382902,0.000127634
155,5190.4,0.13515,0.16363,0.14074,0.84446,0,0.96399,0.9412,0.96789,0.96563,0.96399,0.9412,0.96789,0.96708,0.079,0.14367,0.16215,0.80531,0,0.000375091,0.00012503,0.000375091,0.00012503,0.000375091,0.00012503,0.000375091,0.00012503
156,5223.05,0.13535,0.16026,0.13125,0.85204,0,0.96491,0.94149,0.96789,0.96563,0.96491,0.94149,0.96789,0.96628,0.07904,0.13881,0.14911,0.80548,0,0.000367279,0.000122426,0.000367279,0.000122426,0.000367279,0.000122426,0.000367279,0.000122426
157,5256.77,0.13527,0.16792,0.13837,0.85096,0,0.96641,0.94074,0.96789,0.96628,0.96641,0.94074,0.96789,0.96548,0.08228,0.15112,0.15492,0.80618,0,0.000359468,0.000119823,0.000359468,0.000119823,0.000359468,0.000119823,0.000359468,0.000119823
158,5290.27,0.13577,0.18788,0.13572,0.85367,0,0.96331,0.94132,0.96789,0.96563,0.96331,0.94132,0.96789,0.96037,0.07891,0.22252,0.1458,0.80517,0,0.000351657,0.000117219,0.000351657,0.000117219,0.000351657,0.000117219,0.000351657,0.000117219
159,5323.85,0.13408,0.15359,0.13355,0.85365,0,0.96262,0.94199,0.96789,0.96628,0.95165,0.93103,0.95873,0.95793,0.07871,0.25869,0.14097,0.80514,0,0.000343846,0.000114615,0.000343846,0.000114615,0.000343846,0.000114615,0.000343846,0.000114615
160,5359.79,0.13356,0.15613,0.13402,0.84718,0,0.96274,0.94417,0.96789,0.96628,0.95163,0.93306,0.95986,0.95906,0.07639,0.24392,0.14545,0.80362,0,0.000336035,0.000112012,0.000336035,0.000112012,0.000336035,0.000112012,0.000336035,0.000112012
161,5392.16,0.13327,0.15849,0.13306,0.84382,0,0.96316,0.94444,0.96789,0.96708,0.96316,0.94444,0.96789,0.96468,0.07524,0.21113,0.14799,0.80506,0,0.000328224,0.000109408,0.000328224,0.000109408,0.000328224,0.000109408,0.000328224,0.000109408
162,5428,0.134,0.18255,0.13472,0.84497,0,0.96384,0.94444,0.96789,0.96628,0.96384,0.94444,0.96789,0.96647,0.07837,0.20478,0.15038,0.80528,0,0.000320413,0.000106804,0.000320413,0.000106804,0.000320413,0.000106804,0.000320413,0.000106804
163,5460.42,0.13224,0.16904,0.1309,0.85201,0,0.9619,0.94444,0.96789,0.96628,0.9619,0.94444,0.96789,0.96548,0.08024,0.20875,0.13345,0.80844,0,0.000312602,0.000104201,0.000312602,0.000104201,0.000312602,0.000104201,0.000312602,0.000104201
164,5494.48,0.12661,0.15504,0.12647,0.84194,0,0.96095,0.94944,0.98422,0.98013,0.96095,0.94944,0.98422,0.97941,0.08171,0.22308,0.09994,0.80688,0,0.000304791,0.000101597,0.000304791,0.000101597,0.000304791,0.000101597,0.000304791,0.000101597
165,5528.1,0.12962,0.16712,0.1265,0.84677,0,0.95765,0.9487,0.98422,0.977,0.95765,0.9487,0.98422,0.9828,0.08089,0.20632,0.11702,0.80695,0,0.00029698,9.89932e-05,0.00029698,9.89932e-05,0.00029698,9.89932e-05,0.00029698,9.89932e-05
166,5564.22,0.12781,0.15477,0.12004,0.84172,0,0.95771,0.94789,0.98422,0.977,0.95771,0.94789,0.98422,0.98262,0.07973,0.18624,0.12415,0.80622,0,0.000289169,9.63895e-05,0.000289169,9.63895e-05,0.000289169,9.63895e-05,0.000289169,9.63895e-05
167,5596.88,0.12807,0.15938,0.12877,0.8447,0,0.95886,0.94681,0.98422,0.97948,0.95886,0.94681,0.98422,0.98342,0.08013,0.16501,0.10923,0.8043,0,0.000281357,9.37858e-05,0.000281357,9.37858e-05,0.000281357,9.37858e-05,0.000281357,9.37858e-05
168,5632.55,0.12734,0.14815,0.12324,0.84692,0,0.97312,0.94008,0.98422,0.97948,0.97312,0.94008,0.98422,0.98342,0.07648,0.14972,0.08709,0.80193,0,0.000273546,9.11821e-05,0.000273546,9.11821e-05,0.000273546,9.11821e-05,0.000273546,9.11821e-05
169,5665,0.13325,0.1573,0.12349,0.85219,0,0.96483,0.94992,0.98422,0.97948,0.96483,0.94992,0.98422,0.98342,0.07543,0.12886,0.09058,0.80217,0,0.000265735,8.85784e-05,0.000265735,8.85784e-05,0.000265735,8.85784e-05,0.000265735,8.85784e-05
170,5699.1,0.13718,0.16712,0.12932,0.84548,0,0.96029,0.94916,0.98422,0.98197,0.96029,0.94916,0.98422,0.98342,0.07706,0.11456,0.0904,0.80384,0,0.000257924,8.59747e-05,0.000257924,8.59747e-05,0.000257924,8.59747e-05,0.000257924,8.59747e-05
171,5732.9,0.12844,0.15921,0.12633,0.84881,0,0.96188,0.94941,0.98422,0.98197,0.96188,0.94941,0.98422,0.98262,0.07538,0.10642,0.09577,0.80404,0,0.000250113,8.3371e-05,0.000250113,8.3371e-05,0.000250113,8.3371e-05,0.000250113,8.3371e-05
172,5766.02,0.12865,0.1571,0.12219,0.84602,0,0.96218,0.94984,0.98422,0.98262,0.96218,0.94984,0.98422,0.98342,0.07432,0.10223,0.08422,0.80354,0,0.000242302,8.07673e-05,0.000242302,8.07673e-05,0.000242302,8.07673e-05,0.000242302,8.07673e-05
173,5800.21,0.13525,0.16832,0.12929,0.85038,0,0.97717,0.94987,0.98422,0.98262,0.97717,0.94987,0.98422,0.98342,0.07227,0.09568,0.07793,0.8025,0,0.000234491,7.81636e-05,0.000234491,7.81636e-05,0.000234491,7.81636e-05,0.000234491,7.81636e-05
174,5834.32,0.12846,0.18589,0.12707,0.84968,0,0.96373,0.94898,0.98422,0.98262,0.96373,0.94898,0.98422,0.98342,0.07137,0.09895,0.08432,0.80234,0,0.00022668,7.55599e-05,0.00022668,7.55599e-05,0.00022668,7.55599e-05,0.00022668,7.55599e-05
175,5870.09,0.13156,0.17312,0.12926,0.85176,0,0.95978,0.94898,0.98422,0.98262,0.95978,0.94898,0.98422,0.98342,0.0697,0.09734,0.08902,0.801,0,0.000218869,7.29562e-05,0.000218869,7.29562e-05,0.000218869,7.29562e-05,0.000218869,7.29562e-05
176,5902.71,0.13105,0.16734,0.12957,0.84667,0,0.96152,0.95027,0.98422,0.98262,0.96152,0.95027,0.98422,0.98342,0.07259,0.10284,0.09533,0.80132,0,0.000211058,7.03525e-05,0.000211058,7.03525e-05,0.000211058,7.03525e-05,0.000211058,7.03525e-05
177,5939.41,0.12437,0.15989,0.12492,0.83991,0,0.96205,0.95052,0.98422,0.98262,0.96205,0.95052,0.98422,0.98262,0.07098,0.11043,0.09249,0.80093,0,0.000203246,6.77488e-05,0.000203246,6.77488e-05,0.000203246,6.77488e-05,0.000203246,6.77488e-05
178,5971.78,0.12803,0.15873,0.12883,0.84562,0,0.95871,0.94926,0.98422,0.98262,0.95871,0.94926,0.98422,0.98342,0.06908,0.1203,0.08322,0.80032,0,0.000195435,6.51451e-05,0.000195435,6.51451e-05,0.000195435,6.51451e-05,0.000195435,6.51451e-05
179,6008.15,0.12885,0.15679,0.12774,0.84333,0,0.96589,0.94756,0.98422,0.98013,0.96589,0.94756,0.98422,0.98342,0.06806,0.1128,0.11064,0.8004,0,0.000187624,6.25414e-05,0.000187624,6.25414e-05,0.000187624,6.25414e-05,0.000187624,6.25414e-05
180,6040.82,0.13142,0.16897,0.12921,0.85473,0,0.96656,0.9464,0.98422,0.98013,0.96656,0.9464,0.98422,0.98342,0.06942,0.11547,0.11778,0.80082,0,0.000179813,5.99377e-05,0.000179813,5.99377e-05,0.000179813,5.99377e-05,0.000179813,5.99377e-05
181,6074.5,0.13182,0.16815,0.12762,0.84913,0,0.95846,0.94647,0.98422,0.98013,0.95846,0.94647,0.98422,0.98342,0.07179,0.1042,0.12094,0.8012,0,0.000172002,5.7334e-05,0.000172002,5.7334e-05,0.000172002,5.7334e-05,0.000172002,5.7334e-05
182,6108.16,0.1331,0.15332,0.12443,0.85155,0,0.95878,0.94648,0.98422,0.98013,0.95878,0.94648,0.98422,0.98342,0.07071,0.10039,0.12116,0.80149,0,0.000164191,5.47303e-05,0.000164191,5.47303e-05,0.000164191,5.47303e-05,0.000164191,5.47303e-05
183,6143.27,0.13658,0.16437,0.13035,0.85076,0,0.95913,0.94647,0.98422,0.98013,0.95913,0.94647,0.98422,0.98342,0.07077,0.09591,0.11374,0.80147,0,0.00015638,5.21266e-05,0.00015638,5.21266e-05,0.00015638,5.21266e-05,0.00015638,5.21266e-05
184,6176.09,0.12405,0.14988,0.11956,0.8443,0,0.96134,0.9464,0.98422,0.98013,0.96134,0.9464,0.98422,0.98342,0.07419,0.09854,0.11022,0.80133,0,0.000148569,4.95229e-05,0.000148569,4.95229e-05,0.000148569,4.95229e-05,0.000148569,4.95229e-05
185,6212.17,0.12969,0.16424,0.1274,0.8461,0,0.96276,0.94636,0.98422,0.97948,0.96276,0.94636,0.98422,0.98342,0.07381,0.09768,0.10815,0.80176,0,0.000140758,4.69192e-05,0.000140758,4.69192e-05,0.000140758,4.69192e-05,0.000140758,4.69192e-05
186,6245.23,0.12335,0.15746,0.11914,0.85282,0,0.96475,0.94659,0.98422,0.98013,0.96475,0.94659,0.98422,0.98342,0.07283,0.09828,0.10351,0.80107,0,0.000132946,4.43155e-05,0.000132946,4.43155e-05,0.000132946,4.43155e-05,0.000132946,4.43155e-05
187,6280.19,0.12812,0.15347,0.12237,0.84615,0,0.96323,0.94695,0.98422,0.98013,0.96323,0.94695,0.98422,0.98342,0.07219,0.09831,0.10794,0.80092,0,0.000125135,4.17118e-05,0.000125135,4.17118e-05,0.000125135,4.17118e-05,0.000125135,4.17118e-05
188,6312.91,0.12282,0.15172,0.12007,0.84674,0,0.96457,0.94758,0.98422,0.98013,0.96457,0.94758,0.98422,0.98342,0.07264,0.09927,0.10906,0.80113,0,0.000117324,3.91081e-05,0.000117324,3.91081e-05,0.000117324,3.91081e-05,0.000117324,3.91081e-05
